ThongTinID	TongDiem
BD1206087		26.75
BD1206088		45.55
BD1206089		28.6
BD1206090		32.05
BD1206091		41
BD1206092		41.3
BD1206093		44.55
BD1206094		31.9
BD1206095		32.45
BD1206096		16.8
BD1206097		50.4
BD1206098		37.75
BD1206099		32.25
BD1206100		36.5
BD1206101		41.05
BD1206102		31
BD1206103		38.8
BD1206104		29.9
BD1206105		29.6
BD1206106		39
BD1206107		30.25
BD1206108		28.8
BD1206109		25.15
BD1206110		34.35
BD1206111		31.3
BD1206112		28.2
BD1206113		26.7
BD1206114		26.3
BD1206115		27.45
BD1206116		35.4
BD1206117		31.45
BD1206118		39.65
BD1206119		22.8
BD1206120		30.25
BD1206121		36.2
BD1206122		34.05
BD1206123		38.9
BD1206124		38.45
BD1206125		35.5
BD1206126		35.5
BD1206127		24.6
BD1206128		41.95
BD1206129		35.75
BD1206130		37.8
BD1206131		27.95
BD1206132		31.75
BD1206133		17.3
BD1206134		30.5
BD1206135		28.15
BD1206136		49.5
BD1206137		31.45
BD1206138		27.35
BD1206139		36.25
BD1206140		41
BD1206141		38.75
BD1206142		29.05
BD1206143		41.15
BD1206144		36.1
BD1206145		26.95
BD1206146		27.55
BD1206147		36.55
BD1206148		39.6
BD1206149		38.1
BD1206150		42.4
BD1206151		36.55
BD1206152		34.75
BD1206153		28.9
BD1206154		27.15
BD1206155		39.7
BD1206156		44.65
BD1206157		29.35
BD1206158		38.4
BD1206159		32.95
BD1206160		34.1
BD1206161		37.75
BD1206162		35.25
BD1206163		36.65
BD1206164		38.65
BD1206165		40.65
BD1206166		22.85
BD1206167		43.5
BD1206168		28.45
BD1206169		34.35
BD1206170		31.25
BD1206171		39.2
BD1206172		46.95
BD1206173		33.5
BD1206174		23.75
BD1206175		36.5
BD1206176		29.35
BD1206177		31.95
BD1206178		24.3
BD1206179		21.85
BD1206180		34.6
BD1206181		33
BD1206182		38
BD1206183		31.8
BD1206184		35.3
BD1206185		40.5
BD1206186		37.5
BD1206187		21.4
BD1206188		27.7
BD1206189		24.9
BD1206190		37.9
BD1206191		32
BD1206192		19.9
BD1206193		39.15
BD1206194		33.9
BD1206195		35.65
BD1206196		37.95
BD1206197		40.05
BD1206198		34.6
BD1206199		27.9
BD1206200		27.1
BD1206201		35.1
BD1206202		28.75
BD1206203		19.45
BD1206204		35.2
BD1206205		27.1
BD1206206		30.2
BD1206207		35
BD1206208		16.35
BD1206209		44.9
BD1206210		37.8
BD1206211		34.35
BD1206212		35.75
BD1206213		38.65
BD1206214		18.45
BD1206215		25.05
BD1206216		40.45
BD1206217		39.45
BD1206218		23.8
BD1206219		35.5
BD1206220		49
BD1206221		33.2
BD1206222		34
BD1206223		33.75
BD1206224		34.45
BD1206225		33.5
BD1206226		37.5
BD1206227		37.9
BD1206228		32.45
BD1206229		23.6
BD1206230		47.4
BD1206231		26.55
BD1206232		30.75
BD1206233		28.65
BD1206234		25.75
BD1206235		28.35
BD1206236		38.05
BD1206237		30.45
BD1206238		36.85
BD1206239		39.5
BD1206240		33.3
BD1206241		32
BD1206242		32.05
BD1206243		21.6
BD1206244		21.25
BD1206245		35.1
BD1206246		37.85
BD1206247		38.5
BD1206248		22.05
BD1206249		31.85
BD1206250		37.95
BD1206251		21.95
BD1206252		41.1
BD1206253		37.05
BD1206254		28.15
BD1206255		35.8
BD1206256		38.7
BD1206257		28.65
BD1206258		32.7
BD1206259		31.85
BD1206260		23.4
BD1206261		35.15
BD1206262		35.6
BD1206263		44.65
BD1206264		40.3
BD1206265		26.8
BD1206266		29.35
BD1206267		37.25
BD1206268		29.65
BD1206269		34.85
BD1206270		38.2
BD1206271		33.1
BD1206272		40.5
BD1206273		16
BD1206274		26.4
BD1206275		36.45
BD1206276		33.2
BD1206277		38.9
BD1206278		47.35
BD1206279		22.2
BD1206280		36.35
BD1206281		32.05
BD1206282		26.1
BD1206283		29.55
BD1206284		36.6
BD1206285		34.6
BD1206286		29.85
BD1206287		34.8
BD1206288		35.75
BD1206289		57.1
BD1206290		34.3
BD1206291		42.7
BD1206292		28.85
BD1206293		15.6
BD1206294		29.75
BD1206295		29
BD1206296		43.9
BD1206297		38.45
BD1206298		31
BD1206299		32.45
BD1206300		40
BD1206301		30.7
BD1206302		34.1
BD1206303		33.25
BD1206304		52
BD1206305		42.25
BD1206306		13.35
BD1206307		40.2
BD1206308		22.25
BD1206309		34.5
BD1206310		35.15
BD1206311		33.85
BD1206312		31.55
BD1206313		34.4
BD1206314		27.55
BD1206315		24.2
BD1206316		38.65
BD1206317		43.5
BD1206318		27.7
BD1206319		36.35
BD1206320		31.9
BD1206321		23.25
BD1206322		17.5
BD1206323		38
BD1206324		37.95
BD1206325		16.95
BD1206326		25.15
BD1206327		33.35
BD1206328		26.25
BD1206329		32.05
BD1206330		32.6
BD1206331		29.95
BD1206332		29.95
BD1206333		36.7
BD1206334		28.4
BD1206335		32.2
BD1206336		52.4
BD1206337		37.5
BD1206338		37
BD1206339		38.35
BD1206340		50
BD1206341		35.85
BD1206342		24.1
BD1206343		33.6
BD1206344		37
BD1206345		30.75
BD1206346		35.65
BD1206347		43.25
BD1206348		43.2
BD1206349		32.25
BD1206350		32.6
BD1206351		32.65
BD1206352		36.9
BD1206353		40.55
BD1206354		24
BD1206355		35.9
BD1206356		37.1
BD1206357		36.15
BD1206358		42.35
BD1206359		31.85
BD1206360		35.95
BD1206361		32.75
BD1206362		7.95
BD1206363		33.8
BD1206364		31.65
BD1206365		22.85
BD1206366		40.25
BD1206367		30
BD1206368		37.55
BD1206369		28.4
BD1206370		30.7
BD1206371		30.65
BD1206372		35.3
BD1206373		48.9
BD1206374		37.95
BD1206375		32.6
BD1206376		42.3
BD1206377		32.2
BD1206378		32.25
BD1206379		40.65
BD1206380		29.55
BD1206381		37.7
BD1206382		33.85
BD1206383		37
BD1206384		32.1
BD1206385		33.3
BD1206386		30.45
BD1206387		36.2
BD1206388		39.65
BD1206389		29.4
BD1206390		37
BD1206391		41.6
BD1206392		33.6
BD1206393		28.95
BD1206394		29.35
BD1206395		34
BD1206396		51.6
BD1206397		27.5
BD1206398		51.4
BD1206399		31.2
BD1206400		39.65
BD1206401		35.2
BD1206402		14.35
BD1206403		31.8
BD1206404		35.55
BD1206405		36.85
BD1206406		38.4
BD1206407		27.75
BD1206408		46.15
BD1206409		30.45
BD1206410		32.95
BD1206411		36.3
BD1206412		33.75
BD1206413		38
BD1206414		33.95
BD1206415		28.65
BD1206416		33.2
BD1206417		29.9
BD1206418		39.85
BD1206419		40.65
BD1206420		29.95
BD1206421		31.95
BD1206422		34.6
BD1206423		42.2
BD1206424		24.5
BD1206425		34.1
BD1206426		39.9
BD1206427		34.1
BD1206428		41.25
BD1206429		36
BD1206430		38.1
BD1206431		38.1
BD1206432		33.6
BD1206433		39.45
BD1206434		39.1
BD1206435		32
BD1206436		24.05
BD1206437		41.25
BD1206438		38.35
BD1206439		20.75
BD1206440		40.85
BD1206441		37.6
BD1206442		26.9
BD1206443		30.8
BD1206444		39.25
BD1206445		30.95
BD1206446		40.05
BD1206447		32.85
BD1206448		26.65
BD1206449		32.45
BD1206450		35.4
BD1206451		40.45
BD1206452		30.05
BD1206453		38.85
BD1206454		36.25
BD1206455		30.65
BD1206456		38.2
BD1206457		32.65
BD1206458		29.2
BD1206459		28.95
BD1206460		33.4
BD1206461		29.3
BD1206462		27.65
BD1206463		35.1
BD1206464		29.9
BD1206465		29.6
BD1206466		44.3
BD1206467		18.2
BD1206468		24.25
BD1206469		40
BD1206470		27.15
BD1206471		32.65
BD1206472		36.4
BD1206473		32.3
BD1206474		40.3
BD1206475		41.15
BD1206476		39.35
BD1206477		33.8
BD1206478		28.1
BD1206479		31.9
BD1206480		29.25
BD1206481		31.45
BD1206482		20.8
BD1206483		39.8
BD1206484		27.1
BD1206485		37.55
BD1206486		30.45
BD1206487		46.55
BD1206488		36.75
BD1206489		37.65
BD1206490		29.25
BD1206491		25.65
BD1206492		28.3
BD1206493		26.45
BD1206494		25.8
BD1206495		35.1
BD1206496		37.95
BD1206497		33.75
BD1206498		51.2
BD1206499		28.55
BD1206500		27.1
BD1206501		34.25
BD1206502		23.5
BD1206503		37.5
BD1206504		25.95
BD1206505		30.75
BD1206506		32.8
BD1206507		37.35
BD1206508		31.55
BD1206509		41.5
BD1206510		29
BD1206511		29.75
BD1206512		32.9
BD1206513		44.75
BD1206514		35.45
BD1206515		25.45
BD1206516		44.65
BD1206517		42.3
BD1206518		34.55
BD1206519		35.75
BD1206520		30.1
BD1206521		33.2
BD1206522		26.75
BD1206523		44.4
BD1206524		34.35
BD1206525		28.85
BD1206526		43.3
BD1206527		37.85
BD1206528		26.05
BD1206529		28.5
BD1206530		55.3
BD1206531		32.4
BD1206532		31.4
BD1206533		37.05
BD1206534		53.5
BD1206535		26.1
BD1206536		25.95
BD1206537		25.15
BD1206538		25.7
BD1206539		41.75
BD1206540		25.3
BD1206541		32.55
BD1206542		41.4
BD1206543		40.6
BD1206544		40.1
BD1206545		33.95
BD1206546		31.6
BD1206547		32.75
BD1206548		41
BD1206549		35.35
BD1206550		32.85
BD1206551		28
BD1206552		29.95
BD1206553		25.6
BD1206554		32.7
BD1206555		23.15
BD1206556		30.55
BD1206557		41.85
BD1206558		34.55
BD1206559		36.05
BD1206560		37.25
BD1206561		25.2
BD1206562		20.35
BD1206563		33
BD1206564		36.7
BD1206565		35.4
BD1206566		26.4
BD1206567		27.95
BD1206568		45.65
BD1206569		33.5
BD1206570		34.95
BD1206571		30.55
BD1206572		36.35
BD1206573		35.4
BD1206574		49.4
BD1206575		38.3
BD1206576		39
BD1206577		41.5
BD1206578		37.6
BD1206579		38.05
BD1206580		35.3
BD1206581		35.6
BD1206582		33.35
BD1206583		33.15
BD1206584		26.85
BD1206585		25.8
BD1206586		33.25
BD1206587		35.15
BD1206588		17.25
BD1206589		41.15
BD1206590		35.5
BD1206591		31.7
BD1206592		35.45
BD1206593		36.6
BD1206594		26.2
BD1206595		37.5
BD1206596		37.2
BD1206597		35.35
BD1206598		30.8
BD1206599		35.6
BD1206600		36.55
BD1206601		43.3
BD1206602		39.25
BD1206603		33
BD1206604		21.55
BD1206605		42.9
BD1206606		32.25
BD1206607		33
BD1206608		40.95
BD1206609		37.4
BD1206610		35.2
BD1206611		19.9
BD1206612		33.4
BD1206613		36.1
BD1206614		29.25
BD1206615		36.8
BD1206616		42.2
BD1206617		40.8
BD1206618		33.25
BD1206619		30.95
BD1206620		39.45
BD1206621		41.95
BD1206622		40.6
BD1206623		31.1
BD1206624		42.1
BD1206625		29.55
BD1206626		37.1
BD1206627		38.7
BD1206628		36.85
BD1206629		33.75
BD1206630		27.45
BD1206631		34.65
BD1206632		32.05
BD1206633		29.7
BD1206634		37.8
BD1206635		32
BD1206636		41.1
BD1206637		43.8
BD1206638		28.1
BD1206639		35.85
BD1206640		28.15
BD1206641		32.5
BD1206642		46.15
BD1206643		30.2
BD1206644		25.55
BD1206645		13.05
BD1206646		38.1
BD1206647		36.35
BD1206648		36.25
BD1206649		44.95
BD1206650		25
BD1206651		33.45
BD1206652		31.55
BD1206653		31.6
BD1206654		40.05
BD1206655		29.45
BD1206656		40.65
BD1206657		19.05
BD1206658		29.15
BD1206659		38
BD1206660		29.9
BD1206661		17.3
BD1206662		34.1
BD1206663		38.6
BD1206664		45.5
BD1206665		53.6
BD1206666		34.05
BD1206667		30.8
BD1206668		37.1
BD1206669		21.4
BD1206670		40.2
BD1206671		39.05
BD1206672		24.35
BD1206673		26.4
BD1206674		16.6
BD1206675		29.95
BD1206676		33.45
BD1206677		14.9
BD1206678		37.95
BD1206679		39.35
BD1206680		24.6
BD1206681		33.9
BD1206682		39.25
BD1206683		18.9
BD1206684		24.35
BD1206685		34.05
BD1206686		42
BD1206687		45.25
BD1206688		35.25
BD1206689		56.5
BD1206690		51.75
BD1206691		30.05
BD1206692		35.9
BD1206693		40.95
BD1206694		36
BD1206695		28.4
BD1206696		29.3
BD1206697		34.95
BD1206698		47.5
BD1206699		31.4
BD1206700		31.7
BD1206701		37.8
BD1206702		33.65
BD1206703		38.65
BD1206704		34.9
BD1206705		5.8
BD1206706		42.25
BD1206707		52.25
BD1206708		27.85
BD1206709		31.15
BD1206710		51.5
BD1206711		32.25
BD1206712		19
BD1206713		37.7
BD1206714		40.95
BD1206715		30.45
BD1206716		42.45
BD1206717		40.55
BD1206718		30.55
BD1206719		26.5
BD1206720		35.55
BD1206721		48.5
BD1206723		31.15
BD1206724		28.9
BD1206725		35.5
BD1206726		24.5
BD1206727		36.65
BD1206728		48.25
BD1206729		39.55
BD1206730		34.5
BD1206731		34.8
BD1206732		31.85
BD1206733		38.35
BD1206734		40.3
BD1206735		38.7
BD1206736		32.1
BD1206737		27.05
BD1206738		27.25
BD1206739		39.1
BD1206740		38.55
BD1206741		37.35
BD1206742		31.2
BD1206743		27.8
BD1206744		38.95
BD1206745		39.8
BD1206746		30.2
BD1206747		35.75
BD1206748		21.95
BD1206749		42.7
BD1206750		47.55
BD1206751		35.55
BD1206752		24.2
BD1206753		44.5
BD1206754		31
BD1206755		35.55
BD1206756		45.95
BD1206757		43.7
BD1206758		23.05
BD1206759		30.8
BD1206760		30.2
BD1206761		29.7
BD1206762		43.75
BD1206763		30.6
BD1206764		40.15
BD1206765		56.15
BD1206766		46.45
BD1206767		41.9
BD1206768		32.45
BD1206769		31
BD1206770		31.1
BD1206771		46.45
BD1206772		24.95
BD1206773		13.1
BD1206774		24.15
BD1206775		37.3
BD1206776		36.25
BD1206777		34.45
BD1206778		34.3
BD1206779		32.7
BD1206780		31.3
BD1206781		34.85
BD1206782		35.5
BD1206783		32.25
BD1206784		30.05
BD1206785		33.1
BD1206786		25.4
BD1206787		41
BD1206788		44.7
BD1206789		37.45
BD1206790		42.85
BD1206791		40.95
BD1206792		31.65
BD1206793		30.9
BD1206794		17.95
BD1206795		35
BD1206796		41.95
BD1206797		27.65
BD1206798		32.35
BD1206799		38.85
BD1206800		38.15
BD1206801		25.2
BD1206802		32
BD1206803		31.3
BD1206804		47.35
BD1206805		24.9
BD1206806		19.8
BD1206807		33.9
BD1206808		33.25
BD1206809		50.45
BD1206810		34.5
BD1206811		32.2
BD1206812		23.05
BD1206813		34.5
BD1206814		34.65
BD1206815		50.05
BD1206816		35.5
BD1206817		32.55
BD1206818		37.5
BD1206819		45.65
BD1206820		34.8
BD1206821		30.4
BD1206822		26
BD1206823		39.15
BD1206824		28.55
BD1206825		36.2
BD1206826		30.9
BD1206827		18.15
BD1206828		31.4
BD1206829		31.6
BD1206830		17.65
BD1206831		37.5
BD1206832		42.75
BD1206833		38.25
BD1206834		43.15
BD1206835		36.1
BD1206836		33.2
BD1206837		36.4
BD1206838		46.05
BD1206839		17.4
BD1206840		34
BD1206841		27.75
BD1206842		23.8
BD1206843		29.3
BD1206844		32.5
BD1206845		33.6
BD1206846		31.85
BD1206847		27.95
BD1206848		44.4
BD1206849		31.35
BD1206850		19.25
BD1206851		25.75
BD1206852		34.5
BD1206853		35.35
BD1206854		39.55
BD1206855		41.05
BD1206856		40.35
BD1206857		39.6
BD1206858		25.9
BD1206859		32.4
BD1206860		42.05
BD1206861		35.7
BD1206862		34.35
BD1206863		12.9
BD1206864		23.5
BD1206865		27.55
BD1206866		29.6
BD1206867		29.2
BD1206868		48.6
BD1206869		34.75
BD1206870		36.35
BD1206871		48.35
BD1206872		32.2
BD1206873		37.75
BD1206874		26.25
BD1206875		31.7
BD1206876		33.15
BD1206877		33.3
BD1206878		36.15
BD1206879		34.55
BD1206880		45.65
BD1206881		37.2
BD1206882		31.3
BD1206883		31.7
BD1206884		36.95
BD1206885		26.35
BD1206886		35.45
BD1206887		29.4
BD1206888		40.7
BD1206889		37.75
BD1206890		30.8
BD1206891		44.2
BD1206892		38.15
BD1206893		37.85
BD1206894		31.15
BD1206895		39.95
BD1206896		34.45
BD1206897		25.2
BD1206898		37.3
BD1206899		45.25
BD1206900		35.9
BD1206901		29.8
BD1206902		39.2
BD1206903		27.85
BD1206904		38.65
BD1206905		34.55
BD1206906		33.2
BD1206907		35.85
BD1206908		34.95
BD1206909		31.3
BD1206910		31.95
BD1206911		30.45
BD1206912		33
BD1206913		35.25
BD1206914		34
BD1206915		31.75
BD1206916		26.45
BD1206917		29.95
BD1206918		35.25
BD1206919		13.45
BD1206920		44.05
BD1206921		33.7
BD1206922		32.25
BD1206923		27.15
BD1206924		35.9
BD1206925		35.3
BD1206926		31.7
BD1206927		28.65
BD1206928		26.7
BD1206929		9.55
BD1206930		26
BD1206931		47.25
BD1206932		35.85
BD1206933		27.75
BD1206934		25.6
BD1206935		36.1
BD1206936		47.45
BD1206937		34
BD1206938		31.75
BD1206939		30.8
BD1206940		48.15
BD1206941		46.55
BD1206942		39.05
BD1206943		37.5
BD1206944		33.2
BD1206945		28.85
BD1206946		45.6
BD1206947		37.2
BD1206948		31.6
BD1206949		27.1
BD1206950		27.8
BD1206951		48.05
BD1206952		39.05
BD1206953		24.5
BD1206954		31.25
BD1206955		38.65
BD1206956		36.35
BD1206957		34.7
BD1206958		21.45
BD1206959		31.25
BD1206960		38.35
BD1206961		30.2
BD1206962		29.2
BD1206963		35.85
BD1206964		31.2
BD1206965		43.3
BD1206966		34.25
BD1206967		30.3
BD1206968		30.3
BD1206969		32.05
BD1206970		25
BD1206971		35.8
BD1206972		31.9
BD1206973		34.75
BD1206974		40.1
BD1206975		36.7
BD1206976		7.75
BD1206977		33
BD1206978		28.45
BD1206979		32.6
BD1206980		25.05
BD1206981		32.3
BD1206982		39.6
BD1206983		39.15
BD1206984		35.25
BD1206985		37.9
BD1206986		22.8
BD1206987		38
BD1206988		38.85
BD1206989		33
BD1206990		49.95
BD1206991		47.55
BD1206992		27.75
BD1206993		31.85
BD1206994		30.05
BD1206995		30.95
BD1206996		32.8
BD1206997		36.15
BD1206998		30.95
BD1206999		24.3
BD1207000		28.75
BD1207001		26.65
BD1207002		33.3
BD1207003		36.35
BD1207004		38.25
BD1207005		34.4
BD1207006		24.1
BD1207007		32.1
BD1207008		34.25
BD1207009		35
BD1207010		33.1
BD1207011		30
BD1207012		32.75
BD1207013		45.85
BD1207014		31.25
BD1207015		53.4
BD1207016		50
BD1207017		30.1
BD1207018		33.7
BD1207019		33.35
BD1207020		38.85
BD1207021		23.05
BD1207022		27.15
BD1207023		37.2
BD1207024		29.45
BD1207025		28.5
BD1207026		34.2
BD1207027		14.25
BD1207028		33.8
BD1207029		16
BD1207030		46.7
BD1207031		28.15
BD1207032		38.55
BD1207033		32.55
BD1207034		22.25
BD1207035		36
BD1207036		33.05
BD1207037		36.95
BD1207038		37.8
BD1207039		34.8
BD1207040		32.35
BD1207041		40.4
BD1207042		35.75
BD1207043		41.7
BD1207044		46.35
BD1207045		30.25
BD1207046		31.6
BD1207047		48.1
BD1207048		42.9
BD1207049		41.65
BD1207050		32.4
BD1207051		33.2
BD1207052		34.25
BD1207053		36.2
BD1207054		34.75
BD1207055		37.05
BD1207056		29.65
BD1207057		26.3
BD1207058		44.1
BD1207059		32.65
BD1207060		36.5
BD1207061		36.1
BD1207062		35.75
BD1207063		32.7
BD1207064		37.55
BD1207065		32.05
BD1207066		39.55
BD1207067		33.8
BD1207068		32.6
BD1207069		32.4
BD1207070		25.3
BD1207071		24.05
BD1207072		40.5
BD1207073		35
BD1207074		29.6
BD1207075		30.3
BD1207076		25.25
BD1207077		40.65
BD1207078		32.3
BD1207079		11.9
BD1207080		44.2
BD1207081		39.15
BD1207082		38.5
BD1207083		33.35
BD1207084		31.2
BD1207085		23.55
BD1207086		30.75
BD1207087		22.4
BD1207088		32.3
BD1207089		39.8
BD1207090		24.4
BD1207091		40.55
BD1207092		26.05
BD1207093		52.2
BD1207094		16.95
BD1207095		33.8
BD1207096		37.3
BD1207097		26.45
BD1207098		20.95
BD1207099		41.1
BD1207100		33.5
BD1207101		44
BD1207102		32.25
BD1207103		43.45
BD1207104		34.75
BD1207105		36.65
BD1207106		38.6
BD1207107		34.65
BD1207108		30.4
BD1207109		36.65
BD1207110		42.15
BD1207111		28
BD1207112		34
BD1207113		32
BD1207114		33.5
BD1207115		33.05
BD1207116		35.05
BD1207117		40.55
BD1207118		25.8
BD1207119		30.5
BD1207120		21.6
BD1207121		35.3
BD1207122		28.4
BD1207123		37.55
BD1207124		34.6
BD1207125		33.9
BD1207126		30.35
BD1207127		35.65
BD1207128		41.65
BD1207129		36.75
BD1207130		19.05
BD1207131		25
BD1207132		37.05
BD1207133		39.4
BD1207134		40.25
BD1207135		16.45
BD1207136		41
BD1207137		35.8
BD1207138		36.1
BD1207139		28.85
BD1207140		31.2
BD1207141		39.2
BD1207142		47.3
BD1207143		39.1
BD1207144		41.2
BD1207145		42.6
BD1207146		30.3
BD1207147		31.65
BD1207148		31.95
BD1207149		44.4
BD1207150		28.1
BD1207151		26.25
BD1207152		33.65
BD1207153		34.65
BD1207154		26.6
BD1207155		33.1
BD1207156		38.9
BD1207157		27.2
BD1207158		29.25
BD1207159		31.3
BD1207160		16.9
BD1207161		22
BD1207162		34.4
BD1207163		25.9
BD1207164		33.5
BD1207165		37.6
BD1207166		26.25
BD1207167		32.15
BD1207168		42.05
BD1207169		39.5
BD1207170		30.9
BD1207171		29.55
BD1207172		33.3
BD1207173		32.9
BD1207174		34.1
BD1207175		34.9
BD1207176		33.6
BD1207177		21.75
BD1207178		32.55
BD1207179		31.85
BD1207180		39
BD1207181		37.8
BD1207182		37.8
BD1207183		36.15
BD1207184		23.2
BD1207185		36.7
BD1207186		38.6
BD1207187		38.85
BD1207188		37.95
BD1207189		47.55
BD1207190		39.9
BD1207191		21.4
BD1207192		36.65
BD1207193		32.85
BD1207194		13.75
BD1207195		21
BD1207196		34.85
BD1207197		43.65
BD1207198		29.05
BD1207199		40.35
BD1207200		30.65
BD1207201		31.4
BD1207202		36.8
BD1207203		28.7
BD1207204		40.1
BD1207205		40.55
BD1207206		30.85
BD1207207		34.7
BD1207208		34.35
BD1207209		38.85
BD1207210		28.9
BD1207211		35.15
BD1207212		41.45
BD1207213		28.2
BD1207214		35.9
BD1207215		26.05
BD1207216		45.9
BD1207217		36.7
BD1207218		38.6
BD1207219		35.1
BD1207220		23.85
BD1207221		36.1
BD1207222		27.55
BD1207223		34
BD1207224		40.8
BD1207225		34.7
BD1207226		27.25
BD1207227		36.1
BD1207228		38.8
BD1207229		37.95
BD1207230		28.55
BD1207231		32.75
BD1207232		32.65
BD1207233		34.75
BD1207234		26.15
BD1207235		47.6
BD1207236		23.9
BD1207237		21.55
BD1207238		42.75
BD1207239		25.25
BD1207240		24.1
BD1207241		30.35
BD1207242		35.05
BD1207243		30.45
BD1207244		46.15
BD1207245		41
BD1207246		39.5
BD1207247		42.3
BD1207248		32.45
BD1207249		34.2
BD1207250		50.1
BD1207251		27.1
BD1207252		49.95
BD1207253		26.65
BD1207254		29.6
BD1207255		27.85
BD1207256		46.75
BD1207257		39.05
BD1207258		8.85
BD1207259		24.3
BD1207260		24.4
BD1207261		40.85
BD1207262		38.65
BD1207263		35.35
BD1207264		46.65
BD1207265		26.75
BD1207266		33.85
BD1207267		26.45
BD1207268		39.35
BD1207269		27.25
BD1207270		39.25
BD1207271		26.1
BD1207272		28
BD1207273		42.05
BD1207274		21.4
BD1207275		32.5
BD1207276		39.75
BD1207277		37.65
BD1207278		31.35
BD1207279		33.9
BD1207280		28.25
BD1207281		27.55
BD1207282		25.3
BD1207283		41
BD1207284		37.4
BD1207285		35.95
BD1207286		27.55
BD1207287		37.3
BD1207288		39.9
BD1207289		32.35
BD1207290		27.3
BD1207291		42.25
BD1207292		34.25
BD1207293		30.9
BD1207294		27.1
BD1207295		33.75
BD1207296		29.45
BD1207297		25.95
BD1207298		31.4
BD1207299		45.1
BD1207300		24.85
BD1207301		29.9
BD1207302		42.6
BD1207303		35.75
BD1207304		30.55
BD1207305		34.8
BD1207306		41.45
BD1207307		38.1
BD1207308		33.25
BD1207309		41.85
BD1207310		38.85
BD1207311		28.4
BD1207312		38.45
BD1207313		17.75
BD1207314		26.2
BD1207315		24.15
BD1207316		38.05
BD1207317		39.3
BD1207318		27.1
BD1207319		38.2
BD1207320		37.9
BD1207321		26.8
BD1207322		39.65
BD1207323		31.75
BD1207324		27.4
BD1207325		31.15
BD1207326		26
BD1207327		27
BD1207328		35.15
BD1207329		37.3
BD1207330		34.45
BD1207331		45.4
BD1207332		18
BD1207333		15.35
BD1207334		51.05
BD1207335		25.85
BD1207336		24.65
BD1207337		35.35
BD1207338		33.45
BD1207339		30.4
BD1207340		32.65
BD1207341		44.15
BD1207342		27.6
BD1207343		38.9
BD1207344		55.15
BD1207345		31.1
BD1207346		40
BD1207347		37.5
BD1207348		30.7
BD1207349		40.15
BD1207350		35.45
BD1207351		37.8
BD1207352		46.2
BD1207353		25.1
BD1207354		34.8
BD1207355		26.95
BD1207356		27.8
BD1207357		38.05
BD1207358		30.9
BD1207359		32.5
BD1207360		41.7
BD1207361		28.35
BD1207362		39.25
BD1207363		45.25
BD1207364		33.65
BD1207365		27.7
BD1207366		32.65
BD1207367		35.75
BD1207368		31.8
BD1207369		51.85
BD1207370		19.3
BD1207371		30.5
BD1207372		29.8
BD1207373		20.05
BD1207374		24.95
BD1207375		38.3
BD1207376		49.65
BD1207377		33.7
BD1207378		19
BD1207379		38.2
BD1207380		28.1
BD1207381		34.25
BD1207382		35.55
BD1207383		34.9
BD1207384		30.9
BD1207385		31.05
BD1207386		27.45
BD1207387		37.9
BD1207388		38.25
BD1207389		27.4
BD1207390		32.4
BD1207391		40.25
BD1207392		24
BD1207393		42.35
BD1207394		37.5
BD1207395		36.35
BD1207396		32.55
BD1207397		43.85
BD1207398		24.55
BD1207399		41.5
BD1207400		32.3
BD1207401		32.3
BD1207402		28.75
BD1207403		31.3
BD1207404		31.65
BD1207405		26.7
BD1207406		38.4
BD1207407		24.1
BD1207408		27.35
BD1207409		25.55
BD1207410		37.9
BD1207411		31.65
BD1207412		30.8
BD1207413		32.6
BD1207414		40
BD1207415		32.3
BD1207416		35.1
BD1207417		39.5
BD1207418		34.05
BD1207419		22
BD1207420		35.5
BD1207421		45.1
BD1207422		31.55
BD1207423		38.6
